INCIDENT_TYPE,IncidentRole,FILENUM,CASENUM,Time Occurred,Date Occurred,OCCURRED_DAY,STREET_N,STREET,CITY,STATE,ZIPCODE,PRECINCT,Incident Precinct,UoF_1,UoF_1_Zones,UoF_1_Effective,UoF_1_Deployed_Only,UoF_1_Arc_Display_Only,UoF_2,UoF_2_Zones,UoF_2_Effective,UoF_2_Deployed_Only,UoF_2_Arc_Display_Only,UoF_3,UoF_3_Zones,UoF_3_Effective,UoF_3_Deployed_Only,UoF_3_Arc_Display_Only,UoF_4,UoF_4_Zones,UoF_4_Effective,UoF_4_Deployed_Only,UoF_4_Arc_Display_Only,UoF_5,UoF_5_Zones,UoF_5_Effective,UoF_5_Deployed_Only,UoF_5_Arc_Display_Only,UoF_6,UoF_6_Zones,UoF_6_Effective,UoF_6_Deployed_Only,UoF_6_Arc_Display_Only,UoF_7,UoF_7_Zones,UoF_7_Effective,UoF_7_Deployed_Only,UoF_7_Arc_Display_Only,UoF_8,UoF_8_Zones,UoF_8_Effective,UoF_8_Deployed_Only,UoF_8_Arc_Display_Only,UoF_9,UoF_9_Zones,UoF_9_Effective,UoF_9_Deployed_Only,UoF_9_Arc_Display_Only,UoF_10,UoF_10_Zones,UoF_10_Effective,UoF_10_Deployed_Only,UoF_10_Arc_Display_Only,CIT_INFL_ASSMT,IN_BLUETEAM,STATUS,LL Used,40MM,BB,BB - OC,OC Can,OC Spray,CS Can,CS,Chem Other,FN303,BlueNose,Sting,NFDD,PB Launch,Baton,Orange,Other Wpn,Total
Level 2 - Use of Force,Officer,2020UOF-1191,2020-222475,16:00:00,7/25/20,Saturday,1629,Harvard AV,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1200,2020-222475,16:40:00,7/25/20,Saturday,,11th Ave/ E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"7, 7, 2",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1201,2020-222475,16:00:00,7/25/20,Saturday,1519,12 AV,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1207,2020-222475,17:30:00,7/25/20,Saturday,1000,E Pine St,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1208,2020-222475,17:30:00,7/25/20,Saturday,1001,E PINE,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,7,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1209,2020-222475,16:00:00,7/25/20,Saturday,1519,12th Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1229,2020-222475,14:25:00,7/25/20,Saturday,,1519 12 Av,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1239,2020-222475,20:55:00,7/25/20,Saturday,1021,E Pine St,Seattle,WA,,C2 | CHARLIE | EAST,Demonstration,Baton – Straight – Impact,"12, 22",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1125,2020-222475,17:50:00,7/25/20,Saturday,1500,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1163,2020-222475,15:00:00,7/25/20,Saturday,1000,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1174,2020-222475,16:40:00,7/25/20,Saturday,1000 BLK,E Pine St,SEATTLE,WA,98102,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1232,2020-222475,16:00:00,7/25/20,Saturday,1701,Broadway,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,,No,Yes,,Chemical Agent – OC Spray,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1235,2020-222475,17:40:00,7/25/20,Saturday,,1519 12 Av ,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1124,2020-222475,19:30:00,7/25/20,Saturday,,Broadway Ave/E Pine St,Seattle,WA,98122,,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1154,2020-222475,15:00:00,7/25/20,Saturday,,11 av / Pine St,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Balls - OC,26,No,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1179,2020-222475,16:25:00,7/25/20,Saturday,,1000 blk E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,No,No,,Chemical Agent – OC Spray,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1214,2020-222475,17:20:00,7/25/20,Saturday,1600,11 Av E,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,8,Yes,No,,Balls - Blast,11,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1234,2020-222475,16:30:00,7/25/20,Saturday,,11 av / Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1160,2020-222475,10:00:00,7/25/20,Saturday,1519,12 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,FN303,10,Yes,No,,FN303,10,Yes,No,,FN303,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1137,2020-222475,10:00:00,7/25/20,Saturday,,E Pine St / 11 AV,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1183,2020-222475,10:39:00,7/25/20,Saturday,1519,12 Ave E,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,5,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1197,2020-222475,16:00:00,7/25/20,Saturday,,11 AV / Pine ST,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Other Weapon – Blunt Object,,Yes,Yes,,Chemical Agent – OC Spray,1,Yes,No,,Personal Weapons – Feet/Leg Kick/Knee,"16, 22",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4
Level 2 - Use of Force,Officer,2020UOF-1166,2020-222475,23:59:00,7/25/20,Saturday,1519,12 AV,seattel,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1167,2020-222475,15:00:00,7/25/20,Saturday,1519,12 AV,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1176,2020-222475,17:00:00,7/25/20,Saturday,,1000 Bl E Pine/1600 Bl Harvard E,Seattle,WA,98122,,Demonstration,Balls - OC,13,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1187,2020-222475,16:30:00,7/25/20,Saturday,1519,12 AVE,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1188,2020-222475,16:39:00,7/25/20,Saturday,1100,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1210,2020-222475,16:29:00,7/25/20,Saturday,1519,12th Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1213,2020-222475,18:00:00,7/25/20,Saturday,,Broadway St / E Pine St,Seattle,WA,,,Demonstration,Chemical Agent – OC Spray,"7, 1",Yes,No,,Chemical Agent – OC Spray,,Yes,Yes,,Chemical Agent – OC Spray,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1270,2020-222475,10:39:00,7/25/20,Saturday,1519,12 av,seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,Chemical Agent – OC Spray,26,No,No,,Chemical Agent – OC Spray,"1, 1",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1180,2020-222475,16:30:00,7/25/20,Saturday,,11 Av and Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,FN303,"10, 10",Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1148,2020-222475,17:00:00,7/25/20,Saturday,800,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1202,2020-222475,20:57:00,7/25/20,Saturday,,11 Av/Pine St,,,,,Demonstration,Chemical Agent – OC Spray,"7, 7, 7",Yes,No,,Chemical Agent – OC Spray,"20, 21, 21",No,No,,Chemical Agent – OC Spray,"7, 7, 7",Yes,No,,Chemical Agent – OC Spray,"7, 7, 7",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1276,2020-222475,16:26:00,7/25/20,Saturday,,12 Ave / E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,11,Yes,No,,Balls - OC,26,No,No,,Chemical Agent – OC Spray,,Yes,Yes,,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1142,2020-222475,18:00:00,7/25/20,Saturday,1701,BROADWAY,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,,Yes,Yes,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1158,2020-222475,17:15:00,7/25/20,Saturday,,11th/Pine st,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1162,2020-222475,19:23:00,7/25/20,Saturday,1000 Blk,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Verbal Commands,,No,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1186,2020-222475,16:30:00,7/25/20,Saturday,,11 Av / E Pine St,Seattle,WA,,,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1189,2020-222475,17:14:00,7/25/20,Saturday,1100,E Pine st,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1123,2020-222475,16:26:00,7/25/20,Saturday,,11 av / Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,40mm Launcher,,Yes,Yes,,40mm Launcher,,Yes,Yes,,40mm Launcher,,Yes,Yes,,40mm Launcher,,Yes,Yes,,40mm Launcher,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-1129,2020-222475,16:25:00,7/25/20,Saturday,,1000 Block of E Pine St,Seatle,WA,,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,24,Yes,No,,Blue Nose Device,10,Yes,No,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-1198,2020-222475,17:10:00,7/25/20,Saturday,1100,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-1126,2020-222475,13:30:00,7/25/20,Saturday,1100,PINE ST,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Chemical Agent – OC Spray,"11, 13, 23, 25",No,No,,Balls - OC,26,No,No,,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-1127,2020-222475,16:30:00,7/25/20,Saturday,1100,Pine Street,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-1184,2020-222475,12:00:00,7/25/20,Saturday,1500,12th Ave,Seattle,WA,,,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,No,Yes,,Chemical Agent – OC Spray,"7, 2",Yes,No,,Balls - Blast,,Yes,Yes,,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-1199,2020-222475,16:50:00,7/25/20,Saturday,,E Pine St / 11th Ave,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-1241,2020-222475,17:00:00,7/25/20,Saturday,,E Pine St / Broadway,SEATTLE,WA,,E1 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-1168,2020-222475,16:42:00,7/25/20,Saturday,,1000 block E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"1, 26",Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Initial,7,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7
Level 2 - Use of Force,Officer,2020UOF-1215,2020-222475,16:00:00,7/25/20,Saturday,,12 av / Pine St,Seattle,WA,98118,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,No,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Initial,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Level 2 - Use of Force,Officer,2020UOF-1227,2020-222475,10:00:00,7/25/20,Saturday,1519,12 Ave,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Bicycle – Push,7,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,Yes,Initial,7,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Level 2 - Use of Force,Officer,2020UOF-1122,2020-222475,16:00:00,7/25/20,Saturday,1000,E Pine St,Seattle,WA,98102,C1 | CHARLIE | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Blue Nose Device,10,Yes,No,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,Unimpaired,Yes,Initial,8,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,8
Level 2 - Use of Force,Officer,2020UOF-1204,2020-222475,16:30:00,7/25/20,Saturday,,Pine St / Broadway,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,Yes,Initial,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,8
Level 2 - Use of Force,Officer,2020UOF-1212,2020-222475,16:20:00,7/25/20,Saturday,1519,12th Ave,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Blue Nose Device,10,Yes,No,,Blue Nose Device,10,Yes,No,,Blue Nose Device,12,Yes,No,,Control Hold – Takedown,1,Yes,No,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Unimpaired,Yes,Initial,9,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,9
Level 2 - Use of Force,Officer,2020UOF-1182,2020-222475,16:25:00,7/25/20,Saturday,1519,12 Ave.,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,No,Yes,,,,,,,Unimpaired,Yes,Initial,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
